"Date","Price","Open","High","Low","Change %"
"Jun 06, 2019","1.4331","1.4347","1.4362","1.4294","-0.11%"
"Jun 05, 2019","1.4347","1.4304","1.4364","1.4267","0.30%"
"Jun 04, 2019","1.4304","1.4331","1.4376","1.4273","-0.20%"
"Jun 03, 2019","1.4333","1.4422","1.4436","1.4318","-0.52%"
"May 31, 2019","1.4408","1.4466","1.4494","1.4400","-0.41%"
"May 30, 2019","1.4467","1.4455","1.4495","1.4411","0.08%"
"May 29, 2019","1.4456","1.4444","1.4483","1.4423","0.10%"
"May 28, 2019","1.4442","1.4452","1.4463","1.4417","-0.07%"
"May 27, 2019","1.4452","1.4433","1.4468","1.4406","0.06%"
"May 24, 2019","1.4443","1.4491","1.4533","1.4418","-0.34%"
"May 23, 2019","1.4492","1.4534","1.4570","1.4487","-0.26%"
"May 22, 2019","1.4530","1.4526","1.4557","1.4500","0.02%"
"May 21, 2019","1.4527","1.4473","1.4567","1.4427","0.36%"
"May 20, 2019","1.4475","1.4439","1.4519","1.4410","-0.59%"
"May 17, 2019","1.4561","1.4508","1.4568","1.4494","0.37%"
"May 16, 2019","1.4507","1.4434","1.4523","1.4421","0.51%"
"May 15, 2019","1.4434","1.4401","1.4463","1.4388","0.22%"
"May 14, 2019","1.4402","1.4400","1.4423","1.4369","0.01%"
"May 13, 2019","1.4401","1.4267","1.4409","1.4265","0.82%"
"May 10, 2019","1.4284","1.4308","1.4329","1.4245","-0.17%"
"May 09, 2019","1.4308","1.4308","1.4360","1.4286","-0.01%"
"May 08, 2019","1.4309","1.4260","1.4315","1.4226","0.36%"
"May 07, 2019","1.4258","1.4309","1.4328","1.4189","-0.34%"
"May 06, 2019","1.4306","1.4312","1.4364","1.4278","0.48%"
"May 03, 2019","1.4237","1.4280","1.4316","1.4233","-0.34%"
"May 02, 2019","1.4285","1.4254","1.4295","1.4222","0.22%"
"May 01, 2019","1.4254","1.4189","1.4274","1.4161","0.48%"
"Apr 30, 2019","1.4186","1.4170","1.4223","1.4142","0.12%"
"Apr 29, 2019","1.4169","1.4185","1.4226","1.4161","-0.25%"
"Apr 26, 2019","1.4205","1.4253","1.4271","1.4158","-0.34%"
"Apr 25, 2019","1.4254","1.4258","1.4313","1.4240","0.00%"
"Apr 24, 2019","1.4254","1.4080","1.4277","1.4074","1.23%"
"Apr 23, 2019","1.4081","1.4013","1.4122","1.4004","0.45%"
"Apr 22, 2019","1.4018","1.3969","1.4028","1.3962","0.26%"
"Apr 19, 2019","1.3981","1.3981","1.3999","1.3962","-0.02%"
"Apr 18, 2019","1.3984","1.3930","1.4013","1.3889","0.39%"
"Apr 17, 2019","1.3929","1.3937","1.3980","1.3874","-0.05%"
"Apr 16, 2019","1.3936","1.3938","1.4007","1.3925","-0.02%"
"Apr 15, 2019","1.3939","1.3937","1.3961","1.3914","-0.02%"
"Apr 12, 2019","1.3942","1.4038","1.4056","1.3902","-0.68%"
"Apr 11, 2019","1.4037","1.3945","1.4053","1.3937","0.68%"
"Apr 10, 2019","1.3942","1.4042","1.4070","1.3936","-0.67%"
"Apr 09, 2019","1.4036","1.4034","1.4052","1.3981","0.04%"
"Apr 08, 2019","1.4031","1.4067","1.4110","1.4017","-0.31%"
"Apr 05, 2019","1.4074","1.4060","1.4099","1.4018","0.09%"
"Apr 04, 2019","1.4061","1.4061","1.4090","1.4027","0.01%"
"Apr 03, 2019","1.4060","1.4139","1.4175","1.4022","-0.58%"
"Apr 02, 2019","1.4142","1.4061","1.4180","1.4023","0.58%"
"Apr 01, 2019","1.4061","1.4051","1.4079","1.4017","-0.21%"
"Mar 29, 2019","1.4091","1.4139","1.4143","1.4074","-0.29%"
"Mar 28, 2019","1.4132","1.4114","1.4158","1.4069","0.13%"
"Mar 27, 2019","1.4114","1.4013","1.4148","1.4000","0.70%"
"Mar 26, 2019","1.4016","1.4056","1.4070","1.3987","-0.31%"
"Mar 25, 2019","1.4060","1.4125","1.4155","1.4048","-0.40%"
"Mar 22, 2019","1.4117","1.4060","1.4135","1.4044","0.39%"
"Mar 21, 2019","1.4062","1.4058","1.4109","1.3950","0.06%"
"Mar 20, 2019","1.4054","1.4111","1.4169","1.3981","-0.38%"
"Mar 19, 2019","1.4108","1.4077","1.4114","1.4061","0.23%"
"Mar 18, 2019","1.4076","1.4125","1.4133","1.4044","-0.21%"
"Mar 15, 2019","1.4105","1.4159","1.4165","1.4090","-0.35%"
"Mar 14, 2019","1.4155","1.4095","1.4202","1.4086","0.42%"
"Mar 13, 2019","1.4096","1.4120","1.4186","1.4085","-0.18%"
"Mar 12, 2019","1.4122","1.4144","1.4170","1.4096","-0.15%"
"Mar 11, 2019","1.4143","1.4179","1.4232","1.4125","-0.32%"
"Mar 08, 2019","1.4189","1.4258","1.4283","1.4179","-0.46%"
"Mar 07, 2019","1.4254","1.4224","1.4281","1.4181","0.24%"
"Mar 06, 2019","1.4220","1.4113","1.4242","1.4095","0.74%"
"Mar 05, 2019","1.4116","1.4102","1.4170","1.4089","0.12%"
"Mar 04, 2019","1.4099","1.4115","1.4133","1.4040","-0.14%"
"Mar 01, 2019","1.4119","1.4099","1.4149","1.4040","0.18%"
"Feb 28, 2019","1.4094","1.4008","1.4104","1.3951","0.63%"
"Feb 27, 2019","1.4006","1.3916","1.4031","1.3889","0.68%"
"Feb 26, 2019","1.3911","1.3956","1.4005","1.3900","-0.29%"
"Feb 25, 2019","1.3952","1.4020","1.4040","1.3919","-0.56%"
"Feb 22, 2019","1.4030","1.4091","1.4117","1.3981","-0.51%"
"Feb 21, 2019","1.4102","1.3959","1.4142","1.3872","1.02%"
"Feb 20, 2019","1.3959","1.3955","1.4004","1.3918","0.02%"
