"Date","Price","Open","High","Low","Change %"
"Oct 21, 2016","125.395","124.486","125.912","124.326","0.71%"
"Oct 20, 2016","124.505","124.963","125.544","124.340","-0.37%"
"Oct 19, 2016","124.969","125.765","125.838","124.709","-0.64%"
"Oct 18, 2016","125.775","125.026","126.213","124.880","0.61%"
"Oct 17, 2016","125.017","124.630","125.548","124.428","0.31%"
"Oct 16, 2016","124.626","124.239","124.639","124.099","0.27%"
"Oct 14, 2016","124.288","124.680","125.138","123.768","-0.34%"
"Oct 13, 2016","124.711","124.431","125.957","124.264","0.22%"
"Oct 12, 2016","124.441","124.351","125.031","123.941","0.07%"
"Oct 11, 2016","124.357","124.274","125.132","124.015","0.07%"
"Oct 10, 2016","124.274","123.573","124.916","123.124","0.56%"
"Oct 09, 2016","123.587","123.228","123.747","123.201","0.23%"
"Oct 07, 2016","123.298","122.839","123.853","122.148","0.38%"
"Oct 06, 2016","122.837","124.597","124.607","122.150","-1.42%"
"Oct 05, 2016","124.609","124.798","125.576","123.948","-0.15%"
"Oct 04, 2016","124.794","127.400","127.888","124.588","-2.06%"
"Oct 03, 2016","127.422","126.989","127.731","126.874","0.33%"
"Oct 02, 2016","127.000","127.143","127.152","126.913","0.01%"
"Sep 30, 2016","126.989","127.457","128.341","126.671","-0.37%"
"Sep 29, 2016","127.459","126.774","128.019","126.696","0.54%"
"Sep 28, 2016","126.774","126.877","127.172","126.514","-0.08%"
"Sep 27, 2016","126.873","128.204","128.512","126.847","-1.05%"
"Sep 26, 2016","128.214","128.621","128.791","128.025","-0.33%"
"Sep 25, 2016","128.637","128.614","128.874","128.562","0.87%"
"Sep 23, 2016","127.522","126.517","127.650","126.311","0.79%"
"Sep 22, 2016","126.517","126.701","127.198","126.194","-0.15%"
"Sep 21, 2016","126.701","125.981","127.376","125.563","0.58%"
"Sep 20, 2016","125.971","125.739","126.066","125.502","0.17%"
"Sep 19, 2016","125.754","125.575","126.181","125.434","0.14%"
"Sep 18, 2016","125.581","125.646","125.838","125.526","0.02%"
"Sep 16, 2016","125.555","125.666","125.823","125.265","-0.10%"
"Sep 15, 2016","125.677","126.764","127.094","125.223","-0.86%"
"Sep 14, 2016","126.773","126.736","127.077","126.277","0.01%"
"Sep 13, 2016","126.761","127.059","127.430","126.138","-0.21%"
"Sep 12, 2016","127.034","126.931","127.627","126.373","0.07%"
